,kialoUrlId,tags
506,is-okc-police-officer-daniel-holtzclaw-really-guilty-of-the-crimes-he-was-convicted-of-10237,"['Violence', 'Justice', 'Law']"
507,does-social-media-play-a-significant-role-in-influencing-peoples-behaviors-becoming-a-key-driver-of-climate-change-64444,"['ClimateChange', 'SocialMedia', 'Advertising', 'Psychology', 'Technology', 'Ecology']"
508,is-south-africas-icj-case-against-israel-legitimate-64967,"['Israel', 'Gaza', 'Politics', 'War', 'Law']"
509,should-a-license-be-required-in-order-to-have-a-child-procreate-2368,"['Parenting', 'Children', 'Ethics', 'Society']"
510,is-having-police-officers-in-schools-a-good-idea-22512,"['Violence', 'School', 'Police', 'Education', 'Children']"
511,should-there-be-mandatory-schools-for-parents-41670,"['Parenting', 'Children', 'Child', 'Abuse', 'Childhood', 'Parents']"
512,should-we-continue-researching-technologies-to-extend-human-life-60597,"['Ethics', 'Medical', 'Philosophy', 'Religion', 'Society']"
513,should-you-confess-to-cheating-after-a-one-night-stand-1384,"['Ethics', 'Marriage', 'Relationships', 'Sex']"
514,should-policy-decisions-be-based-on-scientific-evidence-56081,"['Evidence', 'Policy', 'Politics', 'Reform', 'Science']"
515,is-the-asymmetry-argument-at-the-basis-of-anti-natalism-flawed-15121,"['Antinatalism', 'Benatar', 'Philosophy', 'Tremblay']"
516,are-gmo-crops-an-essential-technology-for-the-future-of-humanity-35864,"['Science', 'Food', 'Sustainability']"
517,should-indigenous-lands-be-returned-to-native-populations-30410,"['USA', 'Equality', 'Culture', 'Race', 'History', 'Australia']"
518,are-bitcoin-and-similar-cryptocurrencies-good-for-the-world-333,"['ADC', 'Bitcoin', 'Anonymity', 'Blockchain', 'Crypto', 'Cryptocurrency']"
519,an-anarchist-society-is-preferable-43725,"['Anarchism', 'Governance', 'Capitalism', 'Markets', 'Libertarian', 'Freedom']"
520,is-capitalism-the-best-system-for-the-people-38004,"['Capitalism', 'Politics', 'Government', 'Economy']"
521,what-will-christianity-look-like-tomorrow-60837,"['Christianity', 'Christian', 'Future']"
522,should-direct-democracy-be-allowed-to-overrule-elected-representatives-62079,"['Direct', 'Democracy', 'Representative', 'Referendum', 'Electrorate']"
523,litalia-dovrebbe-diventare-a-pieno-titolo-uno-stato-federale-42980,"['Federalismo', 'Italia', 'Centralismo']"
524,should-felons-be-allowed-to-vote-1470,"['USA', 'Elections', 'Justice', 'Politics', 'Democracy']"
525,should-florida-pass-hb-1403-medical-conscience-62706,"['Medical', 'Conscience', 'LGBTQ']"
526,there-are-no-health-risks-of-using-a-5g-cellular-mobile-phone-39889,"['5G', 'Mobile', 'Phones', 'Health', 'Risk', 'Protest']"
527,mathematics-should-be-taught-based-on-tau-instead-of-pi-32759,"['Mathematics', 'Education']"
528,should-the-use-of-ai-in-law-be-welcomed-64871,"['AI', 'Law', 'Technology', 'Science', 'Ethics']"
529,facial-recognition-technology-use-should-be-regulated-heavily-38119,"['Technology', 'Privacy', 'Social', 'Law', 'Lawreform']"
530,sollten-deutsche-wohnen-&-co-enteignet-werden-50732,"['Ökonomie', 'Berlin']"
531,hierarchy-is-a-social-structure-designed-to-maintain-order-in-a-system-38961,"['Science', 'Philosophy', 'Ethics', 'Biology', 'Psychology']"
532,does-the-multiverse-exist-30310,"['Astronomy', 'Unknown', 'Existence', 'Big', 'Environment', 'Bubbles']"
533,was-the-ussr-communist-4051,"['World', 'Government', 'Politics']"
534,should-florida-pass-hb-3-online-access-to-materials-harmful-to-minors-64915,"['Media', 'Florida', 'Legislation']"
535,should-education-at-public-universities-in-the-united-states-be-tuition-free-8606,"['Education', 'School', 'USA', 'America']"
536,should-public-transport-be-free-33112,"['PublicTransport', 'Travel', 'Economy', 'Commuting', 'ClimateChange']"
537,at-the-age-of-thirteen-children-should-be-able-to-legally-change-their-name-or-gender-49231,"['Gender', 'Equality']"
538,is-fine-tuning-good-evidence-for-a-creator-51095,"['God', 'Christianity', 'Religion', 'Physics', 'Cosmology']"
539,should-there-be-trigger-warnings-in-education-16218,"['Education', 'School', 'Violence']"
540,should-we-abolish-political-parties-in-the-usa-16863,"['Politics', 'USA', 'Democracy']"
541,is-ecotourism-sustainable-10294,"['Ethics', 'Environment', 'ClimateChange', 'Earth', 'Ecotourism']"
542,should-conscientious-objection-to-abortion-be-banned-2851,"['Abortion', 'Religion', 'HumanRights', 'Ethics', 'Feminism', 'Health']"
543,mathematics-can-be-an-analogy-for-existence-48253,['2000']
544,is-mathematical-platonism-true-13286,"['Philosophy', 'Religion', 'Science', 'Mathematics']"
545,does-objective-logic-exist-6986,"['Philosophy', 'Logic', 'Irrational', 'Axioms', 'Objectivity', 'Rationality', 'Reality', 'Realism']"
546,currency-should-not-exist-if-automation-takes-over-everyones-job-8823,"['Economics', 'USA', 'AI', 'Humans', 'Society', 'Jobs']"
547,the-us-should-not-have-pulled-out-of-the-iran-deal-14272,"['Iran', 'NuclearWeapons', 'UnitedStates', 'Diplomacy', 'IranDeal', 'Trump']"
548,online-paywall-structures-for-news-need-a-cheaper-entry-point-50681,"['News', 'Paywall', 'Msm']"
549,is-nihilism-right-7915,"['Philosophy', 'Nihilism', 'Nietzsche', 'Meaning', 'Metaphysical']"
550,should-we-use-citizen-assemblies-56101,"['CitizenAssemblies', 'CivicJuries', 'CitizenJuries', 'Politics', 'Policy', 'Society']"
551,should-animals-be-banned-in-circuses-16994,"['Animals', 'Ethics', 'Morality', 'Entertainment']"
552,sollte-es-ein-generelles-tempolimit-von-130-kmh-auf-deutschen-autobahnen-geben-32825,"['Autos', 'Politik', 'Klimaschutz']"
553,should-society-work-towards-becoming-colorblind-in-regards-to-raceethnicity-16566,"['Race', 'Equality', 'Society', 'Ethics']"
554,would-students-learn-better-without-tests-and-oral-exams-39466,"['School', 'Education', 'Learning']"
555,should-we-believe-that-god-exists-even-if-were-not-sure-its-true-5496,"['Pascal', 'Wager', 'God', 'Existence', 'Philosophy', 'Religion']"
556,are-arranged-marriages-better-than-love-marriages-16340,"['Society', 'Ethics', 'Marriage', 'Culture', 'Relationships']"
557,which-front-end-javascript-framework-is-best-6274,"['SoftwareDevelopment', 'Web', 'Internet', 'Programming', 'JavaScript', 'Website']"
558,the-fewer-languages-there-are-the-better-the-world-is-8021,"['World', 'Society', 'Culture', 'Languages']"
559,should-the-united-states-have-more-than-two-major-political-parties-15546,"['Politics', 'Government', 'Society', 'USA', 'Democracy']"
560,should-men-pay-child-support-when-abortion-is-legal-18634,"['Ethics', 'Gender', 'Abortion', 'Children', 'Law']"
561,is-it-unethical-to-use-ad-blockers-2364,"['Ethics', 'Internet', 'Privacy', 'Technology']"
562,should-pedophilia-be-classed-as-a-sexual-orientation-16524,"['Children', 'Law', 'Sexuality', 'Orientation', 'Psychology']"
563,do-sexualised-artworks-of-prepubescent-girls---loli---encourage-pedophilia-9317,"['Art', 'Sex', 'Children', 'Violence', 'Ethics']"
564,reactjs-vs-angularjs-vs-vuejs-15897,"['Technology', 'JavaScript', 'ReactJS', 'Angular', 'VueJS']"
565,what-degree-of-advanced-mathematics-is-needed-in-modern-society-18081,"['Economics', 'Science', 'Technology', 'Education', 'Society']"
566,should-creationism-be-taught-in-schools-31776,"['Education', 'Religion', 'Evolution', 'Science', 'God']"
567,was-the-earth-created-in-six-days-by-the-god-of-christianity-40709,"['Religion', 'Creationism', 'Evolution']"
568,what-is-the-problem-with-religion-51562,['Religion']
569,is-joe-biden-a-good-president-53071,"['Biden', 'UnitedStates', 'America', 'Politics', 'President']"
570,will-technology-end-our-necessity-of-working-for-money-34088,"['Future', 'Technology', 'Society']"
571,ranked-choice-voting-36382,"['Bermuda', 'Politics', 'Democracy', 'Voting']"
572,does-feminism-strive-for-equality-12304,"['Society', 'Feminism', 'Gender', 'Women', 'HumanRights', 'Equality']"
573,is-the-moral-argument-good-evidence-for-god-52119,"['Religion', 'God', 'Philosophy', 'Evil', 'Ethics']"
574,reporters-ought-to-have-the-right-to-protect-the-identity-of-confidential-sources-17783,"['Society', 'USA', 'Law', 'Media']"
575,should-animal-testing-be-banned-14258,"['Animals', 'Science', 'Ethics', 'Health']"
576,are-human-rights-truly-universal-61696,"['Ethics', 'Education', 'HumanRights', 'Justice', 'Equality']"
577,is-sugar-worse-than-tobacco-6086,"['Health', 'Diet', 'Nutrition']"
578,should-florida-pass-sb-864-autism-spectrum-disorder-training-for-law-enforcement-officers-64918,"['Autism', 'Police', 'Florida', 'Legislation']"
579,should-the-uk-government-increase-the-minimum-income-requirement-for-uk-family-visas-to-£38700-65031,"['Family', 'UK', 'UnitedKingdom', 'Immigration', 'Visa']"
580,have-pride-parades-lost-their-meaning-28709,"['Equality', 'LGBTQ', 'Justice', 'HumanRights']"
581,should-the-united-kingdom-remain-a-member-of-the-european-union-6246,"['EU', 'Europe', 'UK', 'Politics', 'Brexit', 'Referendum']"
582,should-minors-need-parental-consent-for-abortions-963,"['Children', 'Law', 'Abortion', 'Ethics', 'Policy', 'Parenting']"
583,should-men-be-allowed-to-vote-on-abortion-legislation-14974,"['Abortion', 'Feminism', 'Gender', 'Democracy']"
584,should-cheerleading-be-banned-32647,"['Sports', 'Feminism', 'Gender']"
585,work-from-home-is-better-than-work-in-office-39064,"['Work', 'Home', 'Workfromhome', 'Office', 'COVID-19']"
586,is-humanism-a-religion-63469,"['Philosophy', 'Religion', 'Worldview']"
587,pet-ownership-is-an-abuse-of-our-planets-resources-31491,"['Pets', 'Ethics', 'Morality', 'Enviroment', 'Petersinger', 'Planet']"
588,the-rebel-alliance-would-defeat-the-united-federation-of-planets-in-space-combat-9394,"['StarWars', 'StarTrek', 'Entertainment', 'SciFi', 'ScienceFiction']"
589,should-it-be-possible-to-buy-and-sell-citizenships-9823,"['Economics', 'Society', 'Politics', 'Nationalism']"
590,is-opera-the-best-internet-browser-18474,"['Technology', 'Internet', 'Browser', 'Software']"
591,would-abolishing-privacy-be-beneficial-1414,"['Politics', 'Privacy', 'Society']"
592,is-god-a-trinity-44910,"['God', 'Trinity', 'Bible', 'Jesus', 'Christianity', 'Christian']"
593,does-the-united-states-need-a-strong-third-political-party-for-moderates-4624,"['Politics', 'USA', 'Republicans', 'Democrats']"
594,do-humanities-have-less-value-than-natural-sciences-5625,"['Science', 'Humanities', 'Value', 'Morality', 'Ethics']"
595,is-religious-indoctrination-of-children-abuse-10038,"['Ethics', 'Society', 'Religion', 'Psychology', 'Parenting', 'Children']"
596,should-you-give-a-partner-that-cheated-a-second-chance-60531,"['Relationships', 'Humanism', 'Men', 'Women', 'Gay', 'Lesbian']"
597,should-cars-have-set-electronic-speed-limits-14588,"['Cars', 'Politics', 'Safety']"
598,does-feminism-empower-both-women-and-men-18807,"['Feminism', 'Power', 'Equality', 'Female', 'Male', 'Gender']"
599,religion-is-incompatible-with-science-48381,"['Religion', 'Science']"
600,is-the-standard-model-an-incomplete-theory-7761,"['Particle', 'Physics', 'Higgs', 'Boson', 'Dark', 'Lhc']"
601,should-all-forms-of-circumcision-of-minors-be-banned-36847,"['MGM', 'Circumcision', 'FGM', 'Rights', 'Parenting', 'Feminism']"
602,should-girls-be-allowed-in-boy-scouts-14422,"['Feminism', 'Equality', 'Culture', 'Children', 'Gender']"
603,is-being-in-a-romantic-relationship-a-necessity-27337,"['Relationships', 'Society', 'Individual', 'Independence', 'Culture']"
604,the-european-union-should-become-a-united-states-of-europe-6351,"['Politics', 'Society', 'Law', 'Europe', 'Economics']"
605,should-the-tampon-tax-be-abolished-14346,"['Feminism', 'Taxation', 'Society', 'Politics', 'Women']"
606,should-citizens-have-the-ability-to-allocate-a-portion-of-their-federal-income-taxes-to-specific-budget-items-37507,"['VoteWithYourDollars', 'YourTaxesYourCauses']"
607,will-we-ever-be-able-to-travel-through-time-41818,"['Future', 'Travel', 'Philosophy']"
608,should-children-be-raised-communally-60576,"['Children', 'Community', 'Society', 'Parents']"
609,should-military-conscription-apply-to-men-and-women-equally-2439,"['Politics', 'Military', 'Gender', 'Conscription']"
610,the-vegan-alternative-pain-free-gm-animals-5435,"['Food', 'Ethics', 'Vegan', 'Animals', 'Health']"
611,what-is-the-meaning-of-life-54472,['Whatisthemeaning']
612,promoting-ethical-businesses-is-the-consumers-job-rather-than-corporations-40436,"['Capitalism', 'CSR', 'Consumers']"
613,is-gender-reassignment-surgery-the-best-option-for-transgender-people-5171,"['Transgender', 'Transphobia', 'Gender', 'Identity', 'Self', 'MentalHealth']"
614,is-species-conservation-a-valuable-use-of-resources-50369,"['Conservation', 'Biodiversity', 'Wildlife']"
615,would-a-global-social-credit-system-be-beneficial-13627,"['Ethics', 'Government', 'Technology', 'Society', 'World', 'Politics']"
616,is-artificial-intelligence-a-threat-to-democratic-governance-62944,"['AI', 'Threat', 'Democracy', 'Governance']"
617,you-must-not-‘do-your-own-research’-when-it-comes-to-science-39324,"['Philosophy', 'Science', 'Pseudoscience', 'Knowledge', 'Scientism', 'Research']"
618,is-all-lives-matter-a-racist-affront-to-blm-21692,"['Society', 'Ethics', 'USA']"
619,should-airplane-passengers-pay-for-their-body-weight-59924,"['Obesity', 'Travel', 'Money', 'Health']"
620,no-one-should-feel-obliged-to-change-their-lifestyle-to-combat-global-warming-30084,"['Lifestyle', 'ClimateChange', 'Environment']"
621,should-the-religious-texts-of-the-main-monotheistic-religions-be-interpreted-literally-38132,"['Religion', 'Scripture', 'Interpretation', 'Faith']"
622,should-we-sing-problematic-christmas-songs-32197,"['Christmas', 'Music', 'Languages']"
623,disposable-plastic-items-should-be-banned-29627,"['Environment', 'Economics', 'Sustainability', 'Disposable', 'Toxins', 'Health']"
624,should-fracking-be-banned-7587,"['ClimateChange', 'Environment', 'Law', 'Earth']"
625,should-communism-be-preferred-over-capitalism-3252,"['Politics', 'Ethics', 'Capitalism', 'Communism']"
626,capitalism-v-socialism-43546,"['Political', 'Socialism', 'Capitalism', 'Society']"
627,lottery-should-be-an-integral-component-of-democratic-political-systems-10220,"['Politics', 'Society', 'Government', 'Policy', 'Philosophy']"
628,is-capitalism-good-36713,"['Capitalism', 'Democracy', 'Politics', 'Economy']"
629,is-anarchism-viable-for-the-world-49276,"['Ideology', 'Government', 'Society', 'Anarchy', 'Anarchism']"
630,should-renewable-energy-sources-replace-fossil-fuels-15900,"['Earth', 'Environment', 'Economics', 'ClimateChange']"
631,¿se-debe-independizar-cataluña-de-españa-2964,"['Catalonia', 'Independence', 'Política']"
632,creationism-is-not-a-valid-model-of-origins-2741,"['Moral', 'Nerd', 'Creationism', 'God', 'Evolution', 'Cosmology', 'History']"
633,would-humanity-be-better-off-under-a-global-government-16070,"['Politics', 'Government', 'Society']"
634,will-human-civilisation-collapse-ie-regress-or-go-extinct--56118,"['Society', 'Environment', 'Economy', 'Government', 'ClimateChange', 'Future']"
635,is-the-us-police-racist-towards-people-of-color-34313,"['Police', 'PoliceBrutality', 'Racism', 'Descrimination']"
636,why-is-comparative-philosophy-important-51783,"['Philosophy', 'Buddhism', 'Christianity', 'Islam', 'Religion', 'Hinduism']"
637,is-this-the-best-time-to-drastically-change-our-economic-philosophy-35969,"['Economy', 'Coronavirus', 'COVID-19', 'Globalism', 'Money', 'Discussion']"
638,should-genetically-modified-organisms-or-gmos-be-promoted-as-part-of-a-sustainable-agricultural-economy-5465,"['Ethics', 'Environment', 'Economics', 'GMO']"
639,positive-eugenics-could-improve-society-and-so-should-be-trialed-21114,"['Eugenics', 'Politics', 'Race']"
640,is-the-two-state-solution-the-best-resolution-for-the-israel-palestine-conflict-64543,"['Israel', 'Palestine', 'Gaza', 'Politics', 'War']"
641,projeto-bolhaberta-23971,"['Plataforma', 'Participação', 'Colaboração', 'Memória', 'Audiovisual']"
642,does-morality-precede-religion-10057,"['Religion', 'Atheism', 'Morality', 'Theism', 'Christianity', 'God']"
643,should-bitcoin-be-adopted-as-legal-tender-worldwide-6395,"['Politics', 'Economics', 'Law', 'Bitcoin', 'Technology']"
644,are-sustainability-lifestyle-changes-drastic-48725,"['Sustainability', 'Lifestyle', 'Drastic', 'Change']"
645,is-veganism-a-religion-or-a-philosophy-30238,"['Belief', 'System', 'Practical', 'Reality', 'Concept', 'Behavior']"
646,would-a-cashless-society-be-better-14448,"['Society', 'Currency']"
647,should-churches-pay-tax-14255,"['Religion', 'Taxation', 'Society', 'Government']"
648,die-afd-steht-dem-nationalsozialistischem-gedankengut-nahe-22314,"['AFD', 'Politik']"
649,which-political-leaning-serves-our-inalienable-rights-best-50596,"['Politics', 'UnitedStates', 'Constitution', 'Rights', 'Philosophy']"
650,is-star-citizen-a-scam-16694,"['StarCitizen', 'VideoGames', 'Entertainment']"
651,are-the-indonesian-elections-free-and-fair-65160,"['Indonesia', 'Asia', 'Election', 'Voting', 'Democracy']"
652,is-narendra-modi-good-for-india-14478,"['Politics', 'India', 'SouthAsia']"
653,is-gender-a-social-construct-1570,"['Gender', 'Feminism', 'Society']"
654,is-sex-with-no-emotional-attachment-good-for-your-mind-30085,"['Sex', 'Health', 'Psychology', 'Humans']"
655,should-we-eliminate-limits-on-individual-campaign-contributions-in-exchange-for-a-ban-on-corporatepac-donations-9686,"['Politics', 'Campaigning', 'Finance']"
656,is-sally-rooneys-boycott-of-israel-justified-54118,"['Israel', 'Palestine', 'Rooney', 'Literature', 'Protest', 'Apartheid']"
657,should-racial-profiling-be-banned-10049,"['Law', 'Police', 'USA', 'Race', 'Society']"
658,should-women-only-spaces-be-open-to-anyone-identifying-as-a-woman-18042,"['Society', 'Feminism', 'Women', 'Gender', 'Transgender']"
659,best-science-fiction-movie-1257,"['Entertainment', 'Movies', 'SciFi', 'Best']"
660,who-would-win-in-a-deathmatch-of-all-dc-superheroes-part-two-36624,"['Deathmatch', 'DC', 'Comics', 'Entertainment', 'Gaming']"
661,should-we-promote-the-feeling-of-nationalism-for-betterment-of-india-34165,"['Nationalism', 'India', 'Secularism', 'Languages', 'Conflict']"
662,was-jesus-christ-actually-the-messiah-as-claimed-by-christianity-59711,"['Religion', 'Christianity', 'Judaism']"
663,qualified-immunity-is-a-horrible-legal-doctrine-which-needs-to-be-ended-30428,"['QualifiedImmunity', 'PoliceBrutality', 'GovernmentPower', 'Accountability', 'Police', 'CivilAssetForfeiture']"
664,is-shrek-a-superhero-59625,"['Superhero', 'Shrek', 'Hero']"
665,did-trump-collude-with-russia-9004,"['Trump', 'Politics', 'World', 'USA']"
666,is-cancel-culture-beneficial-39528,"['Socialmedia', 'CancelCulture']"
667,could-hitler-have-won-world-war-2-35028,"['Nazi', 'Germany', 'War', 'History', 'Military', 'Fascism']"
668,the-use-of-technology-in-vaccines-with-strong-quality-control-is-paramount-to-their-success-efficacy-and-efficiency-61610,"['Vaccines', 'Vaccine', 'MRNA']"
669,do-the-benefits-of-absolute-free-speech-outweigh-the-costs-42365,"['FreeSpeech', 'HumanRights', 'Speech', 'Rights', 'Philosophy']"
670,news-producers-should-not-be-allowed-to-force-the-viewing-of-ads-to-read-news-articles-53123,"['News', 'Ads', 'Advertisement', 'Media', 'Articles']"
671,the-universal-declaration-of-human-rights-should-be-pursued-in-all-areas-of-life-55276,"['UnitedNations', 'HumanRights', 'Ethics', 'Philosophy', 'Politics']"
672,should-the-us-pay-reparations-for-slavery-1324,"['Reparations', 'Slavery', 'Politics', 'USA', 'Race', 'America']"
673,anything-that-exists-is-alive-57147,"['Philosophy', 'Life']"
674,any-person-who-forces-people-to-conform-to-their-beliefs-should-have-their-civil-liberties-stripped-from-them-46759,"['LGBTQ', 'Freedom', 'Religion', 'Happiness', 'Life', 'Hate']"
675,is-there-a-need-for-testing-on-lab-animals-in-research-4197,"['Ethics', 'Animals', 'AnimalRights', 'Science']"
676,is-the-us-a-force-for-good-32290,"['Politics', 'Terrorism', 'USA']"
677,should-women-have-unique-rights-not-given-to-men-54195,"['Women', 'Rights', 'Feminism', 'Gender']"
678,is-cloning-humans-ethical-40315,"['Ethics', 'Morality', 'Science']"
679,what-is-withholding-consumers-from-asking-a-doggybag-in-restaurants-33501,"['Food', 'Waste', 'Foodwaste', 'Sustainability', 'Restaurants', 'Dinner']"
680,should-bullfighting-be-banned-1323,"['AnimalRights', 'Culture', 'Politics', 'Ethics', 'Spain']"
681,are-video-games-the-best-source-of-entertainment-15596,"['Games', 'Entertainment']"
682,should-children-own-a-smartphone-28770,"['Children', 'Technology', 'Education', 'Privacy']"
683,is-the-usa-a-good-country-to-live-in-7840,"['Society', 'Economics', 'USA', 'Politics', 'America']"
684,la-france-doit-quitter-lunion-européenne-ue-!-53702,"['Europe', 'Diplomatie', 'Multilatéralisme', 'Géopolitique']"
685,should-animal-testing-be-banned-37070,"['Animals', 'Justice', 'Ethics', 'Law', 'Testing', 'Medicine']"
686,should-transgender-personae-only-be-performed-by-transgender-people-16846,"['Transgender', 'Acting', 'Entertainment', 'LGBTQ']"
687,is-it-time-for-hungary-and-the-eu-to-part-ways-19119,"['Politics', 'EU', 'Europe', 'Hungary', 'Democracy']"
688,should-the-us-continue-to-support-ukraine-64083,"['USA', 'Europe', 'War', 'Democracy']"
689,is-anarchy-the-only-ethical-system-of-society-6144,"['Anarchy', 'Government', 'Politics', 'Ethics', 'Society']"
690,is-cannibalism-ethically-permissible-14699,"['Ethics', 'Humans', 'Culture', 'Society', 'Food']"
691,schools-should-teach-the-history-of-israel-palestine-conflict-64293,"['Israel', 'Palestine', 'History', 'School']"
692,are-identity-politics-detrimental-to-society-7018,"['Politics', 'Society', 'Race', 'Gender', 'Identity']"
693,the-knowledge-that-we-exist-in-a-simulated-reality-has-no-utility-37299,"['Simulation', 'Theory', 'Anthropic', 'Philosophy']"
694,are-there-more-than-two-genders-39311,"['Gender', 'Identity']"
695,should-supreme-court-justices-be-elected-21039,"['Government', 'Politics', 'Justice', 'UnitedStates']"
696,is-esports-a-sport-28426,"['Entertainment', 'Sport', 'Games', 'Internet']"
697,the-sinclair-method-provides-a-cure-for-alcoholism-42787,"['Medicine', 'Alcohol']"
698,is-it-wrong-to-celebrate-the-death-of-henry-kissinger-64787,"['Kissinger', 'Death', 'Politics', 'Warfare', 'UnitedStates']"
699,are-latter-day-saints-aka-mormons-christian-55695,"['Mormon', 'Latter', 'Saints', 'Christian', 'Church', 'Trinity']"
700,should-governments-provide-a-universal-basic-income-14053,"['UBI', 'Economics', 'Politics', 'Society', 'Equality']"
701,is-space-exploration-necessary-49249,"['Science', 'Tech', 'Spatial']"
702,is-hamas-a-terror-organization-64437,"['Politics', 'CurrentEvents', 'Terrorism', 'Middleeast']"
703,should-we-connect-our-brains-to-computers-to-the-fullest-possible-extent-31115,"['Brain', 'Computer', 'Technology', 'Society', 'Transhumanism', 'Philosophy']"
704,ufc-should-be-illegal-32278,"['Fight', 'Ufc', 'Yer', 'Mom']"
705,artificial-intelligence-ai-is-limiting-an-ais-freedom-of-thought-unethical-15943,"['Science', 'Technology', 'AI', 'Ethics', 'Consciousness', 'Transhumanism']"
706,is-pure-recreation-immoral-when-we-could-be-helping-to-end-suffering-25148,"['Recreation', 'Morality', 'Utility', 'Philosophy', 'Ethics']"
707,do-we-need-to-abolish-capitalism-to-deal-with-climate-change-56165,"['Environment', 'Politics', 'Economics', 'Capitalism', 'Socialism', 'Ideology']"
708,namensfindung-der-vernetzungs-ag-64803,"['Vernetzung', 'Klima', 'Sozial', 'Demokratie', 'Bewegungen']"
709,can-religious-faith-and-science-coexist-10223,"['Religion', 'Science', 'Faith', 'Christianity', 'Epistemology']"
710,is-vigilantism-ever-permissible-13864,"['Society', 'Law']"
711,should-the-primary-focus-of-prisons-be-rehabilitation-or-punishment-2903,"['Justice', 'Law', 'Ethics', 'Politics', 'Crime']"
712,should-burning-the-us-flag-be-illegal-13817,"['Politics', 'Law', 'USA', 'Government', 'Democracy', 'Constitution']"
713,are-the-gospels-historically-reliable-24180,"['Religion', 'Christianity', 'History']"
714,is-christian-nationalism-unamerican-59012,"['Religion', 'Nationalism', 'Myth', 'Politics']"
715,should-biden-cease-bombing-yemen-64987,"['Yemen', 'Houthi', 'UnitedStates', 'War', 'Terrorism']"
716,should-cannabis-be-federally-legalized-in-the-united-states-12228,"['Medicine', 'Marijuana', 'Drugs', 'Law', 'USA']"
717,gender-is-an-ill-defined-concept-and-should-thus-be-abolished-30937,"['Gender', 'Sex', 'Male', 'Female', 'Feminism']"
718,should-the-un-have-terminated-its-mission-in-sudan-64868,"['Sudan', 'UN', 'UNITAMS', 'Africa']"
719,should-humans-tour-outer-space-21159,"['Technology', 'Space', 'Science', 'Earth', 'Humans', 'Society']"
720,are-boycotts-are-a-net-positive-to-society-56588,"['Protest', 'Boycott', 'Ethics']"
721,should-western-countries-place-sanctions-on-israel-following-retaliatory-strikes-ordered-by-netanyahu-64148,"['Israel', 'Palestine', 'Sanctions', 'Conflict']"
722,is-the-existence-of-a-transcendent-creator-demonstrated-through-the-kalam-argument-33765,"['Religion', 'Philosophy', 'Science', 'God']"
723,how-did-our-universe-start-64112,"['Science', 'Earth', 'Origins', 'Universe']"
724,is-net-neutrality-necessary-8661,"['Internet', 'Politics', 'NetNeutrality', 'Technology']"
725,schools-should-teach-life-skills-such-as-cooking-and-driving-61561,"['Lifeskills', 'Teaching', 'Schools', 'Education']"
726,does-mixed-martial-arts-mma-glorify-violence-and-if-so-would-that-be-a-problem-37737,"['MMA', 'Mixed', 'Martial', 'Arts', 'Violence']"
727,should-zoos-be-banned-2024,"['Animals', 'AnimalRights', 'Ethics']"
728,has-the-use-of-ai-in-workplaces-negatively-affected-the-quality-of-output-64698,"['AI', 'ChatGPT', 'Work', 'Productivity']"
729,should-private-prisons-be-banned-19191,"['Law', 'Society', 'Ethics', 'Politics']"
730,should-ear-piercing-of-newborns-be-banned-17841,"['Society', 'Law', 'Body', 'Lawreform']"
731,is-it-ok-to-incentivise-moral-behaviour-21178,"['Ethics', 'Morality', 'Business', 'Philosophy']"
732,who-should-the-2024-democratic-nominee-be-53582,"['Politics', 'Democrats', 'Biden', 'America', 'Election']"
733,should-warner-brothers-have-fired-amber-heard-from-aquaman-2-43249,"['Entertainment', 'DomesticViolence', 'Aquaman', 'Fantasticbeasts', 'JohnnyDepp', 'AmberHeard']"
734,should-marijuana-be-as-legally-accessible-as-alcohol-32830,"['Beer', 'Marijuana', 'Law', 'Germany', 'Drugs', 'Alcohol']"
735,how-should-society-deal-with-convicted-pedophiles-1474,"['Justice', 'Law', 'Society', 'Children']"
736,should-childrens-stories-be-subject-to-strict-moral-guidelines-64789,"['ChildrensLiterature', 'MoralEducation', 'StoryMorality', 'ParentalGuidance', 'YouthDevelopment', 'EthicsInFiction']"
737,logic-is-more-useful-for-human-advancement-than-emotion-38189,"['Emotion', 'Logic']"
738,should-legacy-be-a-factor-in-college-admissions-30188,"['Education', 'College', 'Student', 'Wealth']"
739,what-are-the-strengths-and-weaknesses-of-networked-[[wikilinking]]-note-taking-apps-52165,"['Wikilink', 'Bidirectional-link', 'Productivity', 'Note-taking', 'Pkm']"
740,china-is-still-communist-39687,"['China', 'Communist', 'Country']"
741,is-citizen-science-beneficial-to-science-8035,"['Science', 'Society', 'Culture', 'Capitalism', 'Technology']"
742,should-athletes-be-allowed-to-compete-in-their-chosen-gender-category-30279,"['Gender', 'Sports', 'Transgender']"
743,should-china-declare-support-for-palestine-64253,"['Politics', 'Palestine', 'Israel', 'China', 'Geopolitics']"
744,should-colleges-have-safe-spaces-33086,"['Politics', 'College', 'Discrimination']"
745,should-gratuitous-acts-of-violence-in-movies-and-television-shows-be-banned-1515,"['Westworld', 'Entertainment', 'Law', 'Murder', 'Philosophy']"
746,should-the-us-recognize-palestine-as-a-state-2091,"['USA', 'Israel', 'UN', 'Politics', 'Palestine']"
747,should-the-age-of-consent-be-lowered-to-fourteen-24839,"['Sex', 'Law', 'Children', 'Ethics']"
